database_id,scale_factor,query_id,start,shuffled_mb,cpu_time,data_scanned
15,59,5,994430,62.969,13920,1762.612
8,7,6,994435,0.0,64,27.436
4,2,2,995236,0.271,174,1.014
8,7,17,995322,0.236,1186,2.432
17,125,13,995455,2265.68,168610,6017.968
5,3,17,995625,0.101,508,1.042
8,7,16,996319,56.402,911,161.991
4,2,4,996589,0.0,489,32.397
3,1,11,996990,1.628,30,22.803
3,1,11,997527,1.628,30,22.803
8,7,6,997691,0.0,64,27.436
8,7,22,997750,14.383,530,151.556
14,43,4,999911,0.001,10519,696.534
3,1,8,1000752,0.314,356,15.374
3,1,16,1000771,8.057,130,23.142
8,7,1,1000883,0.0,5574,2132.529
8,7,17,1002405,0.236,1186,2.432
3,1,12,1002433,0.0,37,4.263
8,7,11,1002788,11.395,207,159.622
8,7,5,1003108,7.471,1652,209.123
3,1,5,1003720,1.067,236,29.875
8,7,10,1004063,75.715,2106,308.554
8,7,15,1004450,41.224,298,95.747
8,7,1,1004580,0.0,5574,2132.529
8,7,16,1004720,56.402,911,161.991
2,1,3,1004792,0.229,227,130.677
4,2,15,1004978,11.778,85,27.356
3,1,1,1006083,0.0,796,304.647
8,7,12,1006853,0.0,260,29.842
15,59,8,1006974,18.552,21000,907.084
8,7,1,1006989,0.0,5574,2132.529
3,1,8,1008412,0.314,356,15.374
3,1,22,1008957,2.055,76,21.651
4,2,7,1010067,1.145,287,77.626
14,43,3,1010957,9.84,9766,5619.125
8,7,14,1011299,11.989,170,89.356
5,3,14,1011685,5.138,73,38.296
8,7,6,1011876,0.0,64,27.436
8,7,1,1012132,0.0,5574,2132.529
3,1,4,1012543,0.0,245,16.198
19,356,11,1012565,443.837,29853,6479.076
8,7,1,1012617,0.0,5574,2132.529
8,7,21,1013669,0.402,4716,915.321
3,1,13,1015350,18.125,1343,48.144
4,2,13,1015947,36.251,2687,96.287
8,7,22,1016111,14.383,530,151.556
4,2,15,1016115,11.778,85,27.356
4,2,3,1016167,0.458,454,261.355
2,1,5,1016243,1.067,236,29.875
3,1,13,1016718,18.125,1343,48.144
8,7,19,1017023,17.222,785,60.906
8,7,21,1017914,0.402,4716,915.321
8,7,9,1019024,8.361,3550,319.919
3,1,19,1020116,2.46,112,8.701
15,59,9,1020738,70.471,29920,2696.462
8,7,6,1020920,0.0,64,27.436
3,1,18,1021130,0.006,957,233.757
5,3,7,1022228,1.717,431,116.439
3,1,10,1022312,10.816,301,44.079
4,2,22,1023090,4.109,151,43.302
5,3,19,1023706,7.381,337,26.103
5,3,4,1024734,0.0,734,48.595
11,17,14,1025551,29.116,412,217.008
8,7,10,1025924,75.715,2106,308.554
5,3,4,1026029,0.0,734,48.595
13,31,8,1026256,9.748,11034,476.603
5,3,6,1026790,0.0,27,11.758
8,7,21,1027802,0.402,4716,915.321
8,7,16,1028492,56.402,911,161.991
16,85,7,1029243,48.66,22433,6194.08
8,7,19,1029758,17.222,785,60.906
13,31,3,1030061,7.094,7041,4050.997
3,1,17,1030614,0.034,169,0.347
8,7,17,1033175,0.236,1186,2.432
5,3,14,1033980,5.138,73,38.296
8,7,5,1036166,7.471,1652,209.123
8,7,4,1036803,0.0,1712,113.389
8,7,4,1036999,0.0,1712,113.389
19,356,7,1037726,203.582,177665,25941.873
5,3,7,1037749,1.717,431,116.439
3,1,3,1037947,0.229,227,130.677
13,31,7,1038347,17.743,4452,1203.205
5,3,11,1041549,4.884,89,68.41
5,3,19,1042491,7.381,337,26.103
3,1,8,1044274,0.314,356,15.374
3,1,5,1044277,1.067,236,29.875
11,17,16,1044886,136.977,2213,393.406
8,7,2,1045056,0.948,608,3.55
8,7,11,1045134,11.395,207,159.622
3,1,12,1045879,0.0,37,4.263
13,31,13,1046488,561.887,41645,1492.451
8,7,1,1046689,0.0,5574,2132.529
8,7,13,1047130,126.878,9404,337.005
15,59,20,1047537,47.681,2470,159.892
4,2,21,1047639,0.115,1347,261.52
8,7,18,1047822,0.039,6702,1636.302
3,1,19,1047952,2.46,112,8.701
5,3,1,1048097,0.0,2389,913.941
8,7,5,1048260,7.471,1652,209.123
15,59,19,1049507,145.156,6620,513.352
5,3,8,1049938,0.943,1068,46.123
8,7,22,1051036,14.383,530,151.556
8,7,5,1051394,7.471,1652,209.123
8,7,3,1052068,1.602,1590,914.741
8,7,16,1052330,56.402,911,161.991
3,1,13,1052862,18.125,1343,48.144
8,7,12,1053076,0.0,260,29.842
5,3,10,1053811,32.449,903,132.237
4,2,14,1053841,3.425,48,25.53
8,7,19,1054033,17.222,785,60.906
3,1,9,1054098,1.194,507,45.703
8,7,10,1054168,75.715,2106,308.554
3,1,17,1054589,0.034,169,0.347
8,7,4,1054888,0.0,1712,113.389
8,7,16,1056461,56.402,911,161.991
9,10,16,1056503,80.575,1302,231.415
3,1,7,1057323,0.572,144,38.813
2,1,17,1058125,0.034,169,0.347
13,31,12,1059123,0.0,1153,132.156
19,356,16,1059230,2833.03,91648,8219.644
8,7,4,1059600,0.0,1712,113.389
3,1,8,1059836,0.314,356,15.374
13,31,14,1060801,53.095,751,395.721
10,13,22,1060976,26.711,984,281.461
10,13,3,1061673,2.975,2953,1698.805
8,7,19,1061809,17.222,785,60.906
8,7,5,1061825,7.471,1652,209.123
8,7,1,1063467,0.0,5574,2132.529
3,1,18,1064042,0.006,957,233.757
8,7,6,1065520,0.0,64,27.436
3,1,13,1065749,18.125,1343,48.144
8,7,22,1065788,14.383,530,151.556
3,1,6,1065992,0.0,9,3.919
3,1,7,1066358,0.572,144,38.813
3,1,22,1066427,2.055,76,21.651
3,1,1,1066674,0.0,796,304.647
3,1,17,1066770,0.034,169,0.347
14,43,21,1067127,2.472,28970,5622.685
8,7,9,1067311,8.361,3550,319.919
8,7,11,1068131,11.395,207,159.622
4,2,20,1068287,1.616,84,5.42
3,1,7,1068699,0.572,144,38.813
8,7,7,1068732,4.006,1004,271.691
8,7,18,1068813,0.039,6702,1636.302
8,7,14,1069614,11.989,170,89.356
16,85,14,1069797,145.575,2400,1091.255
3,1,12,1071954,0.0,37,4.263
4,2,15,1072017,11.778,85,27.356
3,1,22,1072422,2.055,76,21.651
8,7,19,1073696,17.222,785,60.906
15,59,12,1073888,0.0,2195,251.523
5,3,6,1074682,0.0,27,11.758
8,7,1,1075332,0.0,5574,2132.529
4,2,20,1075552,1.616,84,5.42
8,7,1,1075863,0.0,5574,2132.529
3,1,21,1076231,0.057,674,130.76
13,31,8,1076545,9.748,11034,476.603
8,7,4,1076840,0.0,1712,113.389
3,1,9,1077688,1.194,507,45.703
15,59,4,1078540,0.001,14433,955.709
3,1,9,1080103,1.194,507,45.703
8,7,14,1080417,11.989,170,89.356
19,356,11,1080555,443.837,29853,6479.076
8,7,12,1081340,0.0,260,29.842
3,1,6,1081850,0.0,9,3.919
8,7,4,1082143,0.0,1712,113.389
3,1,21,1082661,0.057,674,130.76
8,7,13,1082746,126.878,9404,337.005
3,1,15,1082828,5.889,43,13.678
3,1,15,1083134,5.889,43,13.678
3,1,3,1083711,0.229,227,130.677
8,7,8,1083878,2.201,2492,107.62
8,7,1,1083886,0.0,5574,2132.529
8,7,21,1085209,0.402,4716,915.321
8,7,6,1085260,0.0,64,27.436
9,10,9,1085686,11.944,5071,457.027
8,7,16,1085739,56.402,911,161.991
5,3,13,1085961,54.376,4030,144.431
3,1,12,1087761,0.0,37,4.263
14,43,6,1088363,0.0,394,168.538
8,7,22,1088606,14.383,530,151.556
8,7,12,1089360,0.0,260,29.842
3,1,10,1089530,10.816,301,44.079
3,1,3,1089758,0.229,227,130.677
8,7,7,1090095,4.006,1004,271.691
8,7,17,1090130,0.236,1186,2.432
3,1,16,1090348,8.057,130,23.142
11,17,10,1090586,183.878,5114,749.344
8,7,1,1090958,0.0,5574,2132.529
13,31,5,1091058,33.085,7314,926.118
8,7,16,1091198,56.402,911,161.991
3,1,22,1092114,2.055,76,21.651
8,7,5,1092421,7.471,1652,209.123
8,7,17,1092641,0.236,1186,2.432
8,7,15,1093026,41.224,298,95.747
8,7,18,1093675,0.039,6702,1636.302
5,3,18,1093780,0.017,2872,701.272
8,7,5,1094494,7.471,1652,209.123
8,7,14,1094721,11.989,170,89.356
8,7,22,1095130,14.383,530,151.556
15,59,20,1096446,47.681,2470,159.892
8,7,15,1096686,41.224,298,95.747
3,1,14,1097611,1.713,24,12.765
8,7,3,1098379,1.602,1590,914.741
3,1,2,1098737,0.135,87,0.507
8,7,19,1098738,17.222,785,60.906
3,1,14,1100239,1.713,24,12.765
8,7,14,1100668,11.989,170,89.356
5,3,22,1101103,6.164,227,64.952
8,7,21,1101501,0.402,4716,915.321
3,1,1,1101531,0.0,796,304.647
8,7,6,1101926,0.0,64,27.436
3,1,4,1102414,0.0,245,16.198
8,7,22,1102990,14.383,530,151.556
8,7,7,1103311,4.006,1004,271.691
3,1,18,1103535,0.006,957,233.757
15,59,17,1103618,1.991,10000,20.498
4,2,3,1103687,0.458,454,261.355
3,1,20,1103706,0.808,42,2.71
15,59,6,1104053,0.0,540,231.25
5,3,4,1104298,0.0,734,48.595
3,1,4,1104386,0.0,245,16.198
8,7,16,1104584,56.402,911,161.991
13,31,9,1105280,37.027,15721,1416.785
3,1,4,1105551,0.0,245,16.198
2,1,7,1106209,0.572,144,38.813
16,85,20,1107090,69.442,11890,2247.486
8,7,19,1107533,17.222,785,60.906
5,3,6,1109340,0.0,27,11.758
8,7,15,1109564,41.224,298,95.747
8,7,9,1109749,8.361,3550,319.919
19,356,16,1110385,2833.03,91648,8219.644
5,3,9,1114004,3.583,1521,137.108
15,59,1,1114464,0.003,46980,17974.17
5,3,6,1114805,0.0,27,11.758
3,1,4,1115998,0.0,245,16.198
8,7,18,1116597,0.039,6702,1636.302
8,7,11,1117011,11.395,207,159.622
8,7,9,1117196,8.361,3550,319.919
3,1,9,1117205,1.194,507,45.703
8,7,17,1117404,0.236,1186,2.432
8,7,8,1117719,2.201,2492,107.62
8,7,2,1117930,0.948,608,3.55
8,7,8,1118064,2.201,2492,107.62
3,1,16,1119769,8.057,130,23.142
5,3,14,1119891,5.138,73,38.296
14,43,18,1120033,0.241,41168,10051.568
8,7,12,1120162,0.0,260,29.842
3,1,1,1120417,0.0,796,304.647
15,59,22,1120558,121.228,4467,1277.399
8,7,21,1121761,0.402,4716,915.321
5,3,6,1122161,0.0,27,11.758
8,7,13,1122743,126.878,9404,337.005
8,7,18,1123211,0.039,6702,1636.302
8,7,2,1123278,0.948,608,3.55
3,1,16,1123368,8.057,130,23.142
8,7,1,1123863,0.0,5574,2132.529
8,7,1,1126569,0.0,5574,2132.529
8,7,20,1128697,5.657,293,18.97
19,356,3,1128820,81.448,153445,41688.428
8,7,6,1129014,0.0,64,27.436
3,1,5,1129226,1.067,236,29.875
16,85,10,1129962,922.778,31770,3854.284
4,2,4,1131276,0.0,489,32.397
7,5,7,1131280,2.862,718,194.065
3,1,4,1132586,0.0,245,16.198
3,1,3,1132876,0.229,227,130.677
15,59,10,1133062,638.166,17750,2600.666
3,1,10,1133735,10.816,301,44.079
5,3,5,1133984,3.202,708,89.624
2,1,12,1134469,0.0,37,4.263
4,2,11,1135403,3.256,59,45.606
4,2,11,1135522,3.256,59,45.606
8,7,9,1135537,8.361,3550,319.919
3,1,6,1135890,0.0,9,3.919
8,7,18,1135944,0.039,6702,1636.302
8,7,17,1136054,0.236,1186,2.432
3,1,1,1136156,0.0,796,304.647
3,1,1,1136590,0.0,796,304.647
8,7,16,1136808,56.402,911,161.991
13,31,3,1137038,7.094,7041,4050.997
4,2,4,1137635,0.0,489,32.397
8,7,11,1137804,11.395,207,159.622
8,7,11,1139150,11.395,207,159.622
8,7,8,1139583,2.201,2492,107.62
5,3,4,1142195,0.0,734,48.595
15,59,22,1142899,121.228,4467,1277.399
5,3,13,1142930,54.376,4030,144.431
13,31,8,1145638,9.748,11034,476.603
8,7,13,1146209,126.878,9404,337.005
8,7,7,1146623,4.006,1004,271.691
8,7,14,1146795,11.989,170,89.356
8,7,6,1147355,0.0,64,27.436
8,7,7,1148005,4.006,1004,271.691
3,1,13,1148314,18.125,1343,48.144
4,2,1,1148960,0.0,1593,609.294
5,3,1,1149802,0.0,2389,913.941
8,7,4,1150157,0.0,1712,113.389
15,59,14,1150725,101.051,1430,753.146
8,7,16,1150869,56.402,911,161.991
8,7,14,1151599,11.989,170,89.356
3,1,4,1151788,0.0,245,16.198
3,1,5,1152034,1.067,236,29.875
8,7,8,1152142,2.201,2492,107.62
8,7,18,1152176,0.039,6702,1636.302
8,7,3,1152252,1.602,1590,914.741
8,7,7,1152889,4.006,1004,271.691
8,7,21,1153169,0.402,4716,915.321
3,1,8,1153268,0.314,356,15.374
5,3,5,1153321,3.202,708,89.624
8,7,7,1154145,4.006,1004,271.691
3,1,4,1154272,0.0,245,16.198
13,31,8,1155588,9.748,11034,476.603
16,85,5,1156316,81.726,25415,3573.429
3,1,18,1156816,0.006,957,233.757
14,43,9,1157374,51.36,21806,1965.218
7,5,21,1158320,0.287,3369,653.801
15,59,13,1158636,1069.398,79260,2840.471
15,59,11,1159425,96.045,1748,1345.388
3,1,19,1159820,2.46,112,8.701
3,1,5,1161261,1.067,236,29.875
8,7,7,1161320,4.006,1004,271.691
8,7,22,1161830,14.383,530,151.556
3,1,7,1162205,0.572,144,38.813
8,7,19,1162665,17.222,785,60.906
3,1,22,1162778,2.055,76,21.651
5,3,15,1162879,17.668,128,41.034
5,3,1,1163618,0.0,2389,913.941
3,1,14,1163868,1.713,24,12.765
5,3,9,1163972,3.583,1521,137.108
5,3,19,1164795,7.381,337,26.103
8,7,20,1165815,5.657,293,18.97
8,7,13,1166539,126.878,9404,337.005
11,17,22,1166997,34.93,1287,368.064
8,7,15,1167084,41.224,298,95.747
8,7,21,1167849,0.402,4716,915.321
8,7,7,1168253,4.006,1004,271.691
13,31,15,1168501,182.565,1320,424.021
5,3,11,1170491,4.884,89,68.41
4,2,7,1170828,1.145,287,77.626
5,3,21,1171187,0.172,2021,392.28
8,7,12,1171539,0.0,260,29.842
5,3,5,1172258,3.202,708,89.624
8,7,6,1173047,0.0,64,27.436
3,1,3,1173601,0.229,227,130.677
5,3,19,1173634,7.381,337,26.103
3,1,5,1173966,1.067,236,29.875
5,3,15,1174075,17.668,128,41.034
8,7,15,1174091,41.224,298,95.747
8,7,18,1175039,0.039,6702,1636.302
8,7,17,1175323,0.236,1186,2.432
13,31,17,1176419,1.046,5254,10.77
8,7,3,1178103,1.602,1590,914.741
3,1,18,1178360,0.006,957,233.757
8,7,21,1178953,0.402,4716,915.321
8,7,21,1178967,0.402,4716,915.321
15,59,19,1180661,145.156,6620,513.352
8,7,22,1181308,14.383,530,151.556
8,7,12,1182279,0.0,260,29.842
8,7,2,1182846,0.948,608,3.55
4,2,19,1184820,4.921,224,17.402
8,7,20,1185042,5.657,293,18.97
19,356,8,1187419,111.56,192000,5339.179
8,7,17,1188634,0.236,1186,2.432
8,7,9,1189357,8.361,3550,319.919
8,7,13,1189391,126.878,9404,337.005
9,10,21,1189608,0.575,6737,1307.601
11,17,5,1189737,18.144,4011,507.871
5,3,14,1190236,5.138,73,38.296
8,7,20,1190695,5.657,293,18.97
8,7,20,1191870,5.657,293,18.97
8,7,16,1192050,56.402,911,161.991
3,1,11,1192508,1.628,30,22.803
13,31,15,1192763,182.565,1320,424.021
8,7,1,1192854,0.0,5574,2132.529
8,7,14,1192947,11.989,170,89.356
8,7,6,1193805,0.0,64,27.436
3,1,21,1194460,0.057,674,130.76
5,3,20,1194509,2.424,126,8.13
15,59,9,1194672,70.471,29920,2696.462
8,7,10,1194747,75.715,2106,308.554
8,7,15,1194867,41.224,298,95.747
8,7,11,1195288,11.395,207,159.622
5,3,4,1195404,0.0,734,48.595
15,59,20,1195889,47.681,2470,159.892
13,31,11,1195951,50.464,918,706.899
8,7,19,1196249,17.222,785,60.906
8,7,15,1196472,41.224,298,95.747
5,3,15,1196807,17.668,128,41.034
8,7,12,1197701,0.0,260,29.842
13,31,9,1197730,37.027,15721,1416.785
8,7,6,1198185,0.0,64,27.436
5,3,21,1198592,0.172,2021,392.28
8,7,21,1198825,0.402,4716,915.321
8,7,16,1200142,56.402,911,161.991
8,7,5,1200343,7.471,1652,209.123
13,31,6,1200477,0.0,284,121.504
8,7,21,1200479,0.402,4716,915.321
13,31,13,1200614,561.887,41645,1492.451
3,1,6,1200626,0.0,9,3.919
13,31,16,1201475,249.782,4035,717.388
7,5,5,1202087,5.336,1180,149.374
3,1,1,1202173,0.0,796,304.647
8,7,19,1202375,17.222,785,60.906
10,13,20,1202765,10.506,544,35.23
5,3,21,1203079,0.172,2021,392.28
8,7,16,1203229,56.402,911,161.991
8,7,15,1204329,41.224,298,95.747
8,7,8,1205246,2.201,2492,107.62
3,1,8,1205430,0.314,356,15.374
8,7,12,1205440,0.0,260,29.842
3,1,7,1205499,0.572,144,38.813
5,3,10,1205545,32.449,903,132.237
8,7,8,1205666,2.201,2492,107.62
3,1,3,1206184,0.229,227,130.677
8,7,12,1206782,0.0,260,29.842
8,7,11,1207231,11.395,207,159.622
8,7,8,1207527,2.201,2492,107.62
8,7,11,1207790,11.395,207,159.622
3,1,9,1207815,1.194,507,45.703
13,31,22,1208156,63.696,2347,671.176
8,7,20,1208980,5.657,293,18.97
8,7,17,1209195,0.236,1186,2.432
8,7,16,1209655,56.402,911,161.991
8,7,20,1209987,5.657,293,18.97
2,1,8,1210541,0.314,356,15.374
5,3,14,1210850,5.138,73,38.296
8,7,5,1212371,7.471,1652,209.123
5,3,7,1212890,1.717,431,116.439
4,2,7,1213334,1.145,287,77.626
16,85,13,1214383,1540.651,122848,4092.187
8,7,6,1215573,0.0,64,27.436
13,31,4,1215896,0.001,7583,502.152
8,7,12,1216019,0.0,260,29.842
4,2,19,1216039,4.921,224,17.402
8,7,6,1216157,0.0,64,27.436
3,1,6,1216339,0.0,9,3.919
8,7,17,1216530,0.236,1186,2.432
4,2,9,1217787,2.389,1014,91.405
8,7,15,1219424,41.224,298,95.747
5,3,22,1219477,6.164,227,64.952
10,13,19,1221135,31.984,1459,113.111
8,7,4,1221231,0.0,1712,113.389
5,3,20,1222609,2.424,126,8.13
8,7,13,1222673,126.878,9404,337.005
8,7,15,1223949,41.224,298,95.747
2,1,4,1224886,0.0,245,16.198
8,7,13,1224893,126.878,9404,337.005
5,3,9,1225579,3.583,1521,137.108
8,7,14,1225704,11.989,170,89.356
5,3,18,1225804,0.017,2872,701.272
16,85,12,1226154,0.0,8850,357.007
8,7,22,1226410,14.383,530,151.556
13,31,1,1226649,0.002,24684,9444.055
8,7,2,1228732,0.948,608,3.55
5,3,19,1228750,7.381,337,26.103
5,3,14,1228776,5.138,73,38.296
8,7,3,1229160,1.602,1590,914.741
8,7,4,1229262,0.0,1712,113.389
8,7,8,1229355,2.201,2492,107.62
15,59,9,1229837,70.471,29920,2696.462
8,7,20,1229963,5.657,293,18.97
5,3,8,1231888,0.943,1068,46.123
8,7,17,1232424,0.236,1186,2.432
3,1,17,1232630,0.034,169,0.347
8,7,22,1233140,14.383,530,151.556
8,7,22,1234772,14.383,530,151.556
3,1,15,1235285,5.889,43,13.678
8,7,5,1235447,7.471,1652,209.123
3,1,21,1235502,0.057,674,130.76
5,3,20,1235871,2.424,126,8.13
15,59,7,1235895,33.768,8473,2289.97
13,31,18,1236189,0.174,29680,7246.48
8,7,14,1236281,11.989,170,89.356
8,7,10,1236479,75.715,2106,308.554
11,17,12,1236651,0.0,632,72.473
3,1,8,1237603,0.314,356,15.374
3,1,11,1237656,1.628,30,22.803
5,3,22,1238870,6.164,227,64.952
8,7,13,1239098,126.878,9404,337.005
8,7,3,1239132,1.602,1590,914.741
4,2,4,1241777,0.0,489,32.397
9,10,15,1241894,58.892,426,136.781
8,7,10,1243428,75.715,2106,308.554
3,1,3,1243630,0.229,227,130.677
8,7,12,1245039,0.0,260,29.842
3,1,18,1247007,0.006,957,233.757
8,7,10,1247219,75.715,2106,308.554
3,1,13,1249090,18.125,1343,48.144
3,1,20,1249162,0.808,42,2.71
15,59,17,1249658,1.991,10000,20.498
8,7,15,1253053,41.224,298,95.747
8,7,3,1253781,1.602,1590,914.741
8,7,4,1255117,0.0,1712,113.389
5,3,19,1255594,7.381,337,26.103
8,7,12,1256310,0.0,260,29.842
3,1,4,1257164,0.0,245,16.198
5,3,8,1257348,0.943,1068,46.123
4,2,15,1258180,11.778,85,27.356
8,7,15,1260117,41.224,298,95.747
8,7,12,1260259,0.0,260,29.842
8,7,1,1261506,0.0,5574,2132.529
11,17,6,1262495,0.0,156,66.631
8,7,2,1262621,0.948,608,3.55
3,1,10,1262963,10.816,301,44.079
3,1,14,1263634,1.713,24,12.765
5,3,13,1263890,54.376,4030,144.431
8,7,22,1263960,14.383,530,151.556
3,1,8,1264796,0.314,356,15.374
8,7,22,1265230,14.383,530,151.556
5,3,22,1265289,6.164,227,64.952
8,7,7,1265909,4.006,1004,271.691
8,7,5,1266453,7.471,1652,209.123
8,7,21,1266820,0.402,4716,915.321
4,2,21,1267226,0.115,1347,261.52
4,2,17,1267258,0.067,339,0.695
8,7,1,1267592,0.0,5574,2132.529
5,3,4,1267760,0.0,734,48.595
8,7,12,1268227,0.0,260,29.842
8,7,8,1268962,2.201,2492,107.62
3,1,10,1269015,10.816,301,44.079
8,7,10,1269112,75.715,2106,308.554
3,1,18,1270004,0.006,957,233.757
16,85,10,1270266,922.778,31770,3854.284
5,3,11,1271959,4.884,89,68.41
8,7,7,1272050,4.006,1004,271.691
5,3,20,1272370,2.424,126,8.13
8,7,9,1274417,8.361,3550,319.919
8,7,5,1275450,7.471,1652,209.123
8,7,21,1275644,0.402,4716,915.321
5,3,9,1276223,3.583,1521,137.108
8,7,3,1276450,1.602,1590,914.741
8,7,16,1278464,56.402,911,161.991
13,31,2,1278964,4.2,2692,15.723
4,2,16,1278981,16.115,260,46.283
5,3,7,1279216,1.717,431,116.439
8,7,21,1279861,0.402,4716,915.321
5,3,16,1280044,24.172,391,69.425
13,31,14,1281857,53.095,751,395.721
5,3,1,1282653,0.0,2389,913.941
15,59,22,1282680,121.228,4467,1277.399
2,1,11,1283855,1.628,30,22.803
8,7,15,1284794,41.224,298,95.747
13,31,21,1284885,1.782,20886,4053.564
8,7,4,1285977,0.0,1712,113.389
8,7,21,1285983,0.402,4716,915.321
8,7,18,1286663,0.039,6702,1636.302
4,2,4,1286922,0.0,489,32.397
15,59,21,1287241,3.392,39750,7714.847
8,7,22,1287471,14.383,530,151.556
8,7,17,1288108,0.236,1186,2.432
8,7,15,1289876,41.224,298,95.747
8,7,20,1291138,5.657,293,18.97
8,7,5,1291840,7.471,1652,209.123
15,59,19,1292003,145.156,6620,513.352
8,7,22,1292090,14.383,530,151.556
8,7,1,1293359,0.0,5574,2132.529
5,3,22,1296607,6.164,227,64.952
3,1,2,1296625,0.135,87,0.507
3,1,12,1297068,0.0,37,4.263
3,1,15,1297751,5.889,43,13.678
8,7,4,1297822,0.0,1712,113.389
11,17,11,1298197,27.674,504,387.654
5,3,1,1298205,0.0,2389,913.941
8,7,11,1299413,11.395,207,159.622
8,7,21,1300103,0.402,4716,915.321
15,59,12,1300838,0.0,2195,251.523
8,7,19,1300845,17.222,785,60.906
15,59,2,1302011,7.994,5124,29.924
15,59,8,1302902,18.552,21000,907.084
5,3,14,1303425,5.138,73,38.296
8,7,15,1303517,41.224,298,95.747
13,31,1,1304541,0.002,24684,9444.055
4,2,5,1304708,2.135,472,59.75
3,1,14,1304958,1.713,24,12.765
13,31,16,1305013,249.782,4035,717.388
4,2,6,1306201,0.0,18,7.839
5,3,8,1307703,0.943,1068,46.123
16,85,15,1308003,336.13,5553,996.234
8,7,1,1311728,0.0,5574,2132.529
8,7,3,1319927,1.602,1590,914.741
4,2,4,1320148,0.0,489,32.397
15,59,6,1322038,0.0,540,231.25
8,7,7,1323190,4.006,1004,271.691
5,3,21,1324439,0.172,2021,392.28
3,1,11,1328749,1.628,30,22.803
5,3,21,1329469,0.172,2021,392.28
5,3,2,1331273,0.406,261,1.522
8,7,5,1332166,7.471,1652,209.123
13,31,21,1333012,1.782,20886,4053.564
16,85,12,1333794,0.0,8850,357.007
6,4,4,1334109,0.0,979,64.794
6,4,7,1334411,2.289,574,155.252
6,4,21,1334418,0.23,2695,523.04
6,4,15,1335328,23.557,170,54.712
6,4,13,1335417,72.502,5374,192.574
5,3,21,1336220,0.172,2021,392.28
13,31,7,1336994,17.743,4452,1203.205
6,4,13,1337275,72.502,5374,192.574
6,4,15,1337563,23.557,170,54.712
6,4,20,1337768,3.233,167,10.84
5,3,15,1338406,17.668,128,41.034
6,4,3,1339647,0.915,908,522.709
3,1,3,1340297,0.229,227,130.677
5,3,17,1340477,0.101,508,1.042
8,7,15,1340671,41.224,298,95.747
3,1,14,1340740,1.713,24,12.765
6,4,18,1341647,0.022,3830,935.03
8,7,11,1342958,11.395,207,159.622
6,4,15,1344064,23.557,170,54.712
6,4,8,1344822,1.258,1424,61.497
4,2,20,1345453,1.616,84,5.42
6,4,11,1346002,6.512,119,91.213
8,7,11,1346334,11.395,207,159.622
6,4,10,1346395,43.265,1203,176.316
13,31,13,1346765,561.887,41645,1492.451
6,4,14,1347015,6.851,97,51.061
4,2,14,1347044,3.425,48,25.53
11,17,17,1347190,0.574,2881,5.906
8,7,14,1347371,11.989,170,89.356
6,4,13,1348449,72.502,5374,192.574
6,4,18,1348583,0.022,3830,935.03
3,1,11,1348889,1.628,30,22.803
6,4,10,1349052,43.265,1203,176.316
8,7,3,1349129,1.602,1590,914.741
6,4,15,1349842,23.557,170,54.712
9,10,20,1350245,8.082,419,27.1
8,7,15,1352249,41.224,298,95.747
13,31,16,1352967,249.782,4035,717.388
3,1,11,1353581,1.628,30,22.803
6,4,7,1354112,2.289,574,155.252
6,4,16,1354326,32.23,521,92.566
6,4,1,1354438,0.0,3185,1218.588
3,1,3,1355303,0.229,227,130.677
6,4,11,1355546,6.512,119,91.213
3,1,19,1356861,2.46,112,8.701
4,2,20,1357425,1.616,84,5.42
3,1,12,1358466,0.0,37,4.263
2,1,14,1359556,1.713,24,12.765
2,1,13,1359769,18.125,1343,48.144
3,1,5,1359802,1.067,236,29.875
3,1,17,1360211,0.034,169,0.347
3,1,17,1362181,0.034,169,0.347
3,1,6,1364039,0.0,9,3.919
4,2,19,1364345,4.921,224,17.402
8,7,18,1364486,0.039,6702,1636.302
8,7,19,1364559,17.222,785,60.906
3,1,21,1364914,0.057,674,130.76
4,2,4,1366743,0.0,489,32.397
3,1,22,1367433,2.055,76,21.651
3,1,16,1368278,8.057,130,23.142
6,4,18,1368914,0.022,3830,935.03
6,4,9,1369060,4.778,2028,182.811
9,10,22,1369490,20.547,757,216.508
3,1,16,1370263,8.057,130,23.142
6,4,22,1371681,8.219,303,86.603
3,1,10,1373384,10.816,301,44.079
6,4,21,1373723,0.23,2695,523.04
8,7,19,1373836,17.222,785,60.906
6,4,3,1375217,0.915,908,522.709
4,2,21,1375764,0.115,1347,261.52
3,1,17,1378121,0.034,169,0.347
8,7,7,1378233,4.006,1004,271.691
6,4,20,1378508,3.233,167,10.84
5,3,16,1379014,24.172,391,69.425
6,4,17,1379485,0.135,678,1.39
3,1,19,1380047,2.46,112,8.701
8,7,10,1380339,75.715,2106,308.554
6,4,1,1380732,0.0,3185,1218.588
13,31,18,1380825,0.174,29680,7246.48
8,7,2,1381350,0.948,608,3.55
8,7,11,1382327,11.395,207,159.622
6,4,12,1382644,0.0,149,17.052
3,1,17,1383137,0.034,169,0.347
3,1,1,1383151,0.0,796,304.647
6,4,2,1383300,0.542,347,2.029
6,4,18,1383561,0.022,3830,935.03
6,4,10,1384044,43.265,1203,176.316
6,4,15,1384132,23.557,170,54.712
2,1,5,1384609,1.067,236,29.875
